IAV_L2FC,HPIV3_L2FC,RSV_L2FC,SARS-CoV-2(Calu-3)_L2FC,SARS-CoV-2(A549)_L2FC,SARS-CoV-2(A549-ACE2),SARS-CoV-2(A549-ACE2)-Ruxolitinib_L2FC,padj_IAV,padj_HPIV3,padj_RSV,padj_SARS-CoV-2(Calu-3),padj_SARS-CoV-2(A549),padj_SARS-CoV-2(A549-ACE2),padj_SARS-CoV-2(A549-ACE2)-Ruxolitinib
DUSP11,0.60578,0.968792363,0.812643257,-0.12582,0.37277,-0.150507452,-0.142426547,0.205648741,0.133073402,0.184602354,0.529498934,7.09E-05,0.320131954,0.317078921
DUSP12,0.52248,0.315937392,0.08134444,0.01503,0.45026,1.096011465,1.182283921,0.34375391,0.229629782,0.771283982,0.922882194,0.001396785,2.72E-20,8.33E-26
DUSP13,-0.28272,-1.123380242,-0.878032343,-0.45992,-0.53969,-0.934767034,-1.993571697,1,1,1,0.268606796,1,1,1
DUSP14,-0.0389,0.119952391,0.082713168,0.15157,-0.62773,0.497536944,0.646167818,0.96028564,0.65227547,0.746054477,0.185792534,2.49E-14,3.88E-07,4.48E-07
DUSP15,-0.29447,-1.326004887,-0.893522744,1.14438,-0.27219,0.102613495,-0.296337568,1,1,1,0,0.445351212,1,1
DUSP16,0.0813,0.893056595,0.868166856,1.37152,0.4398,1.633886547,1.257313355,0.910836475,0.09086904,0.053062144,2.91E-38,9.01E-06,1.07E-227,6.23E-53
DUSP18,-0.51822,-0.083442459,0.11072829,0.10075,0.25935,-0.589634502,-0.189279361,0.450666388,0.86390565,0.814600558,0.771050236,0.11855396,0.196638428,0.646216928
DUSP19,0.34216,-0.399119577,-0.989601208,0.09999,-0.01292,-1.158591085,-0.379681511,0.660100168,0.476044548,0.095608872,0.792595017,0.968458312,1,1
DUSP2,0.27437,0.061861171,-0.315802125,0.04732,-0.60445,1.183152598,0.744419207,1,1,1,0.889810271,1,1,1
DUSP21,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUSP22,-0.25835,-0.142108648,0.03030443,-0.20335,0.27144,0.406415749,-0.113242286,0.733107053,0.810592692,0.966138497,0.361850548,0.083975546,0.055642282,0.649703981
DUSP23,-0.64731,-1.193442311,-1.025276326,-0.8418,-0.52442,-1.019644586,-1.100742109,0.357689863,1,1,0.000462887,0.000178296,5.78E-05,3.50E-06
DUSP26,-0.04191,-0.540297074,-0.44024531,0.25356,-0.48129,-1.723300899,-1.183283405,1,1,1,0,1,1,1
DUSP27,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUSP28,-0.8924,-0.832555454,-0.804580477,-0.63163,-0.56993,0.072005892,-0.235148433,0.174423562,0.265627449,0.251172685,0.042381818,0.003762251,0.860389184,0.539546269
DUSP3,-0.05601,-0.319795117,0.407686797,-0.07643,0.01236,0.78431412,0.945260876,0.930067376,0.032044135,8.83E-05,0.416842755,0.857624644,5.59E-40,2.39E-54
DUSP4,-0.07551,0.481702504,0.252628491,0.6282,0.07612,0.87180064,0.945672295,0.899962999,0.015248186,0.117307738,2.86E-11,0.230607519,5.36E-19,2.75E-16
DUSP5,0.41734,1.635262025,1.753503699,1.68599,1.10421,1.375827797,0.883921271,0.481075264,3.81E-23,1.95E-23,2.38E-70,2.34E-19,2.69E-24,5.62E-15
DUSP5P1,-0.62419,0.247939742,-0.136289832,1.09679,1.12325,-0.317893169,-0.018707801,1,1,1,0,2.76E-06,0.535860419,0.970886647
DUSP6,1.10606,0.905655898,1.657357052,0.27432,0.31618,1.48301113,1.207149244,0.002270728,0.239893615,0.018007474,0.044751408,0.059170246,6.90E-23,6.32E-19
DUSP7,-0.16933,0.440455989,1.054218965,0.06448,-0.02814,0.120524252,0.516007854,0.83174594,0.366265013,0.00069178,0.768610662,0.848414342,0.728222566,0.082160443
DUSP9,-0.23088,-1.288065592,-1.649985629,0.05731,-0.21763,-0.956532709,-0.509319274,1,0.023109435,0.006384475,0,0.48454552,1,1
DUT,-0.67612,-0.60261714,-1.147055035,-0.89314,-0.32078,-0.424168971,-0.798747201,0.141078692,0.05328222,2.24E-05,4.70E-10,0.004645988,0.001887756,5.03E-09
DUX2,0,0,0,0,-0.12712,0,0,1,1,1,0,1,1,1
DUX4,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUX4L,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUX4L2,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUX4L3,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUX4L4,-0.07472,0,0,0,0,0,0,1,1,1,0,1,1,1
DUX4L5,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUX4L6,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUX4L7,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DUXA,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DVL1,-0.30332,-0.217218276,0.355241875,-0.27763,-0.11822,0.466060137,0.342581283,1,0.620597156,0.13309637,0.146647625,0.089831025,0.000760544,0.071742436
DVL2,-0.75277,-0.706929318,-0.104413882,-0.58652,-0.45295,0.363334571,0.50385114,1,0.091698326,0.651393393,2.16E-05,4.05E-11,0.00027702,3.88E-05
DVL3,-0.30765,-0.159508127,0.082084015,-0.11239,-0.29951,-0.294468765,-0.136779912,0.502770537,0.47906437,0.685309636,0.276430795,0.003281862,0.040859117,0.225463807
DYDC1,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DYDC2,-0.04191,-0.207015152,0.304883371,0.13849,0.26549,-0.254117103,-0.259641942,1,1,1,0,1,1,1
DYM,0.00729,0.310381627,0.209007636,0.05746,0.76792,-0.752522368,-0.565006258,0.990321894,0.24496084,0.359900335,0.666387698,5.27E-13,2.87E-05,0.001204205
DYNAP,0.05121,0,0,0,0,0,0,1,1,1,0,1,1,1
DYNC1H1,0.02256,0.526154285,1.242768074,0.13386,0.30126,-0.479237867,-0.535076917,0.967363352,0.113451223,5.42E-07,0.311453623,0.011731047,3.65E-13,1.38E-18
DYNC1I1,0,0,1.194649,-0.26209,0.26961,-0.109686955,-0.20023382,1,1,1,0,1,1,1
DYNC1I2,-0.24261,0.340954155,0.383492702,-0.11299,0.20838,-0.103685829,-0.101575424,0.628684185,0.051611561,0.006283175,0.523345318,0.004882686,0.197611066,0.334883533
DYNC1LI1,0.08034,0.119952912,0.216437859,0.64577,0.538,0.1414293,0.3914347,0.874241138,0.675663408,0.433354349,1.35E-05,2.15E-15,0.224575504,0.000431052
DYNC1LI2,0.08979,0.467178952,0.673945918,0.26978,0.32951,-0.384623681,-0.320493486,0.832542421,0.320252599,0.118648446,0.113190837,4.38E-05,3.57E-09,5.58E-07
DYNC2H1,-0.01078,0.56350421,-0.002471526,-0.63873,0.89106,0.322971891,0.393923083,0.986281301,0.418761357,0.997540292,0.048081353,1,0.029880507,0.018756883
DYNC2LI1,-0.21331,0.356390787,0.080278268,-0.19908,0.65886,-1.138489791,-0.803019961,0.80266511,0.357669526,0.8304308,0.207585043,1.00E-09,1.25E-08,1.40E-05
DYNLL1,0.35927,-0.514572732,-0.345147654,-0.64482,-0.23995,0.072191553,0.093757985,0.30663629,0.401837941,0.601856356,6.98E-09,0.003385842,0.342820551,0.262670255
DYNLL2,-0.14725,0.43061751,0.235805805,0.02972,0.39575,-0.4894694,-0.871921002,0.777137088,0.395388014,0.655521277,0.847900251,0.005410321,2.05E-05,4.20E-15
DYNLRB1,0.34251,-0.834457106,-0.922855466,0.14204,0.25392,-0.453792429,-0.461129211,0.526776318,1,1,0.261922274,0.002177042,1.97E-07,1.51E-05
DYNLRB2,-0.04191,0.361691216,0.212119203,-0.44745,-0.08804,0.00189824,-0.277458707,1,1,1,0,1,1,1
DYNLT1,0.58891,0.088836803,-0.219451783,0.00696,0.07382,0.007578833,-0.083487327,0.136251469,0.885092425,0.731990007,0.953910912,0.451141535,0.960319674,0.55721073
DYNLT3,0.73949,0.406058524,0.629318368,0.40332,0.50129,0.862588412,0.919664721,0.222983787,0.435066037,0.218064822,0.059349446,1,2.05E-05,2.21E-07
DYRK1A,0.37292,0.620650396,0.459257748,1.05486,0.47805,1.259961949,1.297945585,0.373349024,0.393743448,0.55947149,2.91E-18,6.05E-08,3.03E-33,9.19E-48
DYRK1B,-0.90272,-1.161330411,-1.011729965,-0.38146,-0.56001,-0.889136653,-0.944195708,0.136499751,0.02213705,0.035235394,0.131381547,1,2.23E-10,4.50E-12
DYRK2,-0.22598,0.606652803,0.453224295,0.44586,0.24389,1.050889769,1.052046016,0.742570331,0.248313135,0.37509578,0.002321423,0.057977496,8.57E-13,8.04E-22
DYRK3,-0.70427,0.367232828,0.367696949,-0.65014,-0.33953,0.949280192,1.001042279,0.286967964,0.37680435,0.396095504,0.007204821,0.010018984,9.10E-05,3.13E-06
DYRK4,-0.02675,-0.416307379,-0.875454894,-0.20326,0.18235,-0.011328624,-0.133731755,0.97375172,0.491780942,0.147349298,0.43951546,0.154125518,0.952082491,0.434788086
DYSF,0.11877,-0.153487986,1.249848334,0.32865,0.31996,-0.454662342,-0.243554608,1,0.804586735,0.004236943,0.299912308,0.184724829,1,1
DYTN,0.05121,0,0.149593464,-0.15734,0,0,0,1,1,1,0,1,1,1
DYX1C1,0.13205,0.262490396,-0.44447418,-0.87271,0.67642,-2.128045977,-1.45658476,1,1,1,0,1,1,1
DYX1C1-CCPG1,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DZANK1,0.10543,0.27445496,0.239058353,-1.13324,0.19272,-0.488277001,-0.074252514,0.914130943,0.578233247,0.667466915,0,0.192177247,0.168341355,0.802373658
DZIP1,0.33546,0.168986637,-0.245740075,-0.76521,0.208,0.288680185,0.136755626,0.54411449,0.54676235,0.320351078,0.001122629,0.005451802,0.090108372,0.416093966
DZIP1L,-0.8634,0.012422662,0.446227991,0.59559,-0.34679,-0.108889436,0.108075387,0.217560959,0.978843415,0.281793919,0.032848685,0.06378619,0.810264947,0.790790806
DZIP3,0.47259,0.303827987,0.120469296,0.59718,0.6044,-0.21296889,-0.00174578,0.288095521,0.512461545,0.809929172,0.000171914,7.63E-14,0.204485105,0.991439258
E2F1,-0.30502,-1.115986524,-1.22319161,-0.93084,-1.92905,-0.442967616,-0.386279693,1,0.051387271,0.005341195,1.26E-13,1.45E-78,0.049640149,0.071543776
E2F3,0.38958,0.562845273,0.679487533,0.68583,0.04587,1.198604834,1.332854525,0.383946811,0.400057975,0.319401715,2.90E-08,0.641258523,3.63E-32,9.30E-44
E2F4,-0.18289,-0.32540359,0.141895764,0.05388,-0.48936,0.690503725,0.6638941,0.774908823,0.426897906,0.691196901,0.747686791,4.98E-09,2.56E-14,6.44E-14
E2F5,0.18522,0.704046673,0.246585321,0.15547,0.80728,-0.016831029,0.061081079,0.776609016,0.041841864,0.435532277,0.484703368,8.35E-14,0.936169609,0.723733075
E2F6,-0.32307,0.175133201,0.165872448,0.01681,0.28745,1.157321128,1.302874703,0.589316769,0.610430158,0.609625893,0.928416574,0.009112671,5.09E-17,8.33E-24
E2F7,0.39636,0.280620661,-0.389396737,0.40034,-1.24207,0.416140431,0.53493265,0.482298298,0.658108212,0.568091526,0.016291077,5.19E-26,0.014118844,0.019363796
E2F8,0.57938,0.043698811,-0.46579087,-0.78554,-1.66011,-1.160527332,-0.702017626,0.25907392,0.957095835,0.591061294,1.62E-06,2.69E-48,1,1
E4F1,-0.3893,-1.187331833,-1.047760344,-0.65748,-0.95069,-0.30085067,-0.238304875,0.535658306,0.075679172,0.097797117,0.000218453,7.45E-14,0.171964085,0.33022682
EAF1,0.35295,0.833371783,1.003157331,0.76304,0.54115,1.511263504,1.614097941,0.41843568,0.173562667,0.073837099,3.12E-08,2.76E-10,3.69E-93,3.18E-86
EAF2,0.16675,0.565207618,0.384388392,0.25266,-0.24061,-0.059859955,-0.413684102,0.866534536,0.229753035,0.429563991,0.428123869,0.404311141,0.904419137,0.348816327
EAPP,0.40927,0.311320486,0.143825649,0.36015,0.17273,0.645848071,0.783127079,0.302107365,0.305830885,0.52321064,0.053585746,0.053661611,1.73E-10,1.61E-14
EARS2,-0.06033,0.027292203,0.22474876,-0.62582,-0.78095,-0.314243038,-0.295523314,0.929275919,0.869000707,0.101588048,7.83E-07,1.88E-11,0.007616454,0.036227754
EBAG9,0.22785,0.582647511,0.046745804,0.33402,0.19824,-0.086152552,-0.071587493,0.751466966,0.120324102,0.912981105,0.045938407,0.014186207,0.568717546,0.637965495
EBF1,-0.37044,0.276393325,0.081032455,0,0.22341,1.345433177,0.848091267,0.666225535,0.605482346,0.870230146,0,0.374144241,1.04E-05,0.007658452
EBF2,0,0,0,0.26962,0,1.158246717,1.207283982,1,1,1,0,1,1,1
EBF3,0.06657,-0.035872245,-0.073155546,-0.1207,0.49516,0.728000587,0.331001345,1,1,1,0,1,1,1
EBF4,-0.91664,-0.902852228,-0.87938752,-0.06384,0.34915,0.438476189,0.762344285,0.199693157,0.164979554,0.130356481,0.886407724,0.021632972,0.145982441,0.003445371
EBI3,-0.27074,-1.22569931,0.699944949,1.01408,1.23858,-0.546571244,0.048878211,1,0.065998268,0.29724046,0.000753117,2.94E-17,0.101917585,0.901581657
EBLN1,0.09219,0,0,0.1079,0,0,0,1,1,1,0,1,1,1
EBLN2,-0.14132,0.605770992,0.51879897,1.43217,0.35369,1.79893861,2.439119835,1,1,1,0.006006062,0.261324391,1,1.12E-08
EBNA1BP2,0.74377,-0.480977856,-0.790512111,-0.59547,-0.0858,-1.276435454,-1.174883327,0.06724162,1,1,4.35E-06,0.50942817,2.50E-42,1.73E-43
EBP,0.25173,-1.37393084,-1.086961665,-1.461,-1.59871,-1.520885928,-1.563163992,0.555848044,1,1,4.79E-28,5.90E-94,4.78E-26,2.25E-28
EBPL,-0.12781,-0.478983273,-1.053408922,-0.56792,0.05235,-0.330947005,-0.856910664,0.841480748,0.423736539,0.071885797,2.65E-06,0.702274687,0.100600268,2.78E-05
ECD,0.40366,0.394538501,0.159927628,-0.07389,-0.14819,0.942111297,0.91398795,0.434456371,0.175484622,0.366223883,0.594081905,0.045171978,2.14E-17,6.31E-17
ECE1,-0.28691,-0.065647717,0.12618776,0.97056,0.43773,0.261842755,0.265560058,0.403384293,0.863541379,0.723282132,8.17E-19,1.11E-05,0.000138483,3.36E-05
ECE2,-0.08153,-1.149899293,-1.641425706,-0.89938,-1.13342,-1.447768089,-1.309734776,1,1,1,3.49E-05,3.32E-07,1.76E-07,1.36E-06
ECEL1,-0.03441,-0.881879701,-0.853578808,-0.02722,0.0714,0,0.297469732,1,1,1,0,1,1,1
ECEL1P2,0,0,0,0.10599,0,0,0,1,1,1,0,1,1,1
ECH1,-0.29447,-1.193371343,-1.379851032,-0.7816,-0.59278,-1.743376058,-1.425539059,0.586553554,0.081601758,0.030034413,9.05E-08,8.29E-21,6.42E-71,1.69E-52
ECHDC1,0.461,0.395532153,0.36766174,-0.62802,0.25863,-0.893546595,-0.945817608,0.23745913,0.059317478,0.119659914,3.37E-06,0.000990547,1.58E-14,1.74E-19
ECHDC2,-0.42443,-1.228423662,-1.132377744,-0.50052,0.26182,-0.425765056,-0.13177297,0.591803612,0.065696819,0.082984458,0.001383118,0.097508231,0.209494943,0.692897291
ECHDC3,-0.53333,-0.930541257,-1.021703195,-0.41544,-0.3612,-0.331641063,-0.490759959,0.417498246,0.17802086,0.102382271,0.026202783,0.00472018,0.25838143,0.107938728
ECHS1,-0.02508,-1.069235483,-1.314283916,-0.79788,-0.33361,-1.704565229,-1.76031358,0.973892813,1,1,4.06E-07,8.94E-08,3.87E-25,4.74E-66
ECI1,-0.89974,-1.460729303,-1.574497014,-0.41739,0.03543,-1.404690547,-1.488289437,0.127839594,1,1,0.01793373,0.829385048,2.21E-12,7.58E-10
ECI2,0.07819,-0.177304926,0.036389406,-0.64735,0.11958,-1.293512832,-1.115133487,0.899917525,0.750895581,0.957950451,0.00028127,0.069508338,2.74E-17,3.51E-15
ECM1,0.1698,-0.056727137,1.854800915,-0.12975,0.44312,0.618952007,0.585791177,1,0.928078774,3.94E-05,0.550750199,0.076158117,0.023350714,0.026033644
ECRP,0,0,0,0,0,0,0,1,1,1,0,1,1,1
ECSCR,0,0.100263907,0.149593464,0.17805,0,0.50127593,0.656681672,1,1,1,0,1,1,1
ECSIT,0.0294,-1.173390794,-1.228263266,0.03222,-0.32713,-0.165872828,-0.314539253,0.968193117,1,1,0.881522459,0.005773944,0.521587453,0.226380371
ECT2,0.46786,0.643305136,0.002441629,-0.24794,-0.43008,0.364346842,0.179623146,0.262795031,0.409673033,0.997780682,0,1.36E-08,0.002136029,0.05638837
ECT2L,0.09965,-0.207015152,-0.068231646,0.36716,0.11217,-0.143820366,1.088752098,1,1,1,0,1,1,1
EDA,-0.04383,-0.491892896,-0.564904185,0.51572,-0.20843,-0.578276642,-0.276357341,1,1,1,0.002093435,0.555552057,1,1
EDA2R,-0.19275,0.140314299,-0.593116084,-0.27291,0.37203,1.305294221,1.48339989,0.69795062,0.787580097,0.24283619,0,5.02E-05,1.09E-44,2.75E-53
EDAR,-0.38282,-1.365782373,-2.23115031,0.01043,-0.88939,0.714989746,0.820244773,1,1,1,0,1,1,1
EDARADD,-0.50505,-0.5109375,-1.322264328,-0.79952,-0.70465,-0.188082078,-1.127670435,0.413331088,0.135878202,1.04E-05,0.045939947,1.10E-10,0.388487856,1.35E-06
EDC3,-0.47275,-0.258737558,-0.038950022,0.27714,-0.35883,0.49961712,0.577405435,0.374270342,0.503512428,0.924856116,0.058657272,0.007193708,0.001534469,4.93E-07
EDC4,-0.22856,-0.749797923,-0.590784739,-0.28282,-0.95898,0.230493749,0.22993329,0.751791236,0.135102628,0.196900347,0.025417331,3.29E-61,0.08395586,0.040371985
EDDM3A,0,0,0,-0.12656,0,0,0,1,1,1,0,1,1,1
EDDM3B,0,0,0,0,0,0,0,1,1,1,0,1,1,1
EDEM1,-0.0669,0.876889371,1.214921052,-0.1745,0.69394,0.523537232,0.342881547,0.910229756,0.155253293,0.026395727,0.184808288,8.52E-10,1.31E-11,1.02E-05
EDEM2,-0.13264,-0.77106248,-0.862634622,-0.18638,-0.16125,-1.16498703,-0.812282863,0.852806218,0.230643121,0.166621342,0.152567107,0.025419881,1.21E-19,1.93E-13
EDEM3,0.50841,0.877252232,1.044481615,0.16643,0.87181,0.036924923,0.1063915,0.266477803,0.276682725,0.19784292,0,1.02E-11,0.803396684,0.427944295
EDF1,-0.54305,-1.25999833,-1.08008124,-0.04807,-0.19592,-0.747560271,-0.792983002,1,1,1,0.793820236,0.06800746,5.86E-16,1.41E-17
EDIL3,-0.08056,0,1.752470975,0.09999,0.01392,-0.792550762,-0.827019913,1,1,1,0,1,1,1
EDN1,0.10482,0.667661507,-0.344729252,1.96855,-0.09562,0.787756878,0.41041524,0.889663172,0.221065675,0.519881586,9.22E-104,0.204364501,2.14E-17,1.65E-05
EDN3,0,-0.912400984,-1.688544884,0,-1.67803,-0.010708212,-0.384460156,1,1,1,0,1,1,1
EDNRA,0.2161,0.271583491,0.6647341,0.65987,0.30324,-0.455363609,-1.300260117,1,0.626185573,0.216368729,0,0.389083621,1,1
EDNRB,0,0,1.494912582,0,0,-0.367663102,-0.383612601,1,1,1,0,1,1,1
EEA1,0.47621,0.954425847,0.932298949,0.83008,0.98035,1.048128253,0.998303611,0.506323895,0.202745328,0.207801706,0.000561379,1.21E-08,1.25E-31,3.25E-32
EED,-0.01212,0.385334259,0.202931622,-0.31334,-0.18459,1.674195232,1.75378079,0.986186812,0.356037681,0.633227572,0.031831706,0.122302931,7.64E-32,3.62E-52
EEF1A1,0.34086,0.009078045,0.029636285,-0.048,0.64004,-1.704510872,-1.447331732,0.206868745,0.969421458,0.903850167,0.530280521,4.90E-33,0,1.17E-175
EEF1A2,-0.44474,-1.811243508,-1.421334041,-0.5463,0.78062,-0.637724744,-0.648502109,0.414032601,1,1,0.000708939,4.69E-26,5.40E-19,5.45E-08
EEF1B2,0.49991,-0.538704842,-0.707210626,-0.31277,0.29137,-0.82037008,-0.696997533,0.367634424,0.42710774,0.312807837,0.012308144,0.005407443,6.04E-31,1.52E-36
EEF1D,-0.28473,-1.22181511,-1.08027769,-0.24482,-0.08245,-0.638501747,-0.826331014,0.489860678,1,1,0.115046573,0.417319645,1.17E-30,1.20E-34
EEF1DP3,0,0,0,-0.0264,0.11217,0,0,1,1,1,0,1,1,1
EEF1E1,1.07401,0.615091773,-0.420613395,0.07324,-0.04716,-0.153304702,-0.088609539,0.098629461,0.150288156,0.215246596,0.831289538,0.837546778,0.608863131,0.71804293
EEF1E1-MUTED,0,0,0,0,0,0,0,1,1,1,0,1,1,1
EEF1G,-0.0972,-0.94704328,-0.842314866,-0.19962,0.17942,-0.915014652,-0.842389951,0.780617229,1,1,0.096850567,0.000641254,1.24E-61,2.53E-32
EEF2,-0.31503,-0.431458366,-0.003474912,0.2284,0.40767,-0.146078755,-0.272295301,0.476864282,0.014551712,0.98444238,0.131318081,3.14E-22,0.026308543,0.000419168
EEF2K,-0.21665,0.10173172,-0.077489586,-0.46814,-0.14246,-0.993161974,-0.657919408,0.662864294,0.848279123,0.895246797,0.000480317,0.17357733,2.98E-13,6.72E-08
EEFSEC,-0.39442,-1.090193187,-1.303047183,-0.57582,-0.47417,-1.395337154,-1.138743453,0.521427292,1,1,0.000176143,0.000808357,3.13E-09,4.94E-06
EEPD1,0.25232,-0.348741247,-0.336055208,-0.56003,0.31952,-0.52475453,-0.271017262,0.679705142,0.346645756,0.373515388,1.54E-06,3.36E-06,0.010662641,0.135798267
EFCAB1,0,0,0,0,0,0.361881646,0.268040112,1,1,1,0,1,1,1
EFCAB10,0.05172,-0.48602078,-0.744445764,0.10599,0.08432,-1.001969795,-1.426932343,1,1,1,0,0.85876158,1,1
EFCAB11,0.19956,-0.515764281,-1.077383466,-0.2076,-0.13561,-1.214301105,-0.419322839,0.789683952,0.327847154,0.04310116,0.370121993,0.369181831,0.004354041,0.25283894
EFCAB13,0.2259,0.250734946,0.466916142,1.08559,1.39445,0.694823423,0.18358918,0.805042753,0.696503361,0.487567005,0.000215597,2.36E-13,0.002492052,0.457269355
EFCAB14,0.35352,0.464173599,0.403783631,-0.25299,0.05425,0.158286624,0.119352658,0.329746922,0.425942473,0.497955661,0.05551723,0.58909781,0.202924554,0.366707158
EFCAB14-AS1,0.12364,0,0,0,0,-0.143820366,0.147194828,1,1,1,0,1,1,1
EFCAB2,0.21327,0.54762757,-0.105048567,-0.33713,-0.14877,-0.850293255,-1.358764261,0.778964192,0.19154365,0.793141154,0.163792863,0.452311096,0.000424659,3.81E-08
EFCAB3,0.23979,0,0.193000226,0.3581,-0.26998,0.327140125,0.132673476,1,1,1,0,1,1,1
EFCAB4A,-0.33136,-1.402279393,-1.607007704,-0.73569,0.16463,-0.482739152,-0.499630447,0.710909127,1,1,4.03E-06,0.56696274,0.307792586,0.230615598
EFCAB4B,0.07606,0.035655474,-1.083014194,-0.82396,0.04881,-1.293529442,-0.61136862,1,0.960207589,1,0.041660079,0.879600346,1,1
EFCAB5,0.76758,-0.766398616,-0.071507803,0.0802,-0.56001,0.135962498,-0.287607962,1,1,1,0,1,1,1
EFCAB6,-0.48023,0.261985335,-0.486715687,-0.72608,0.60112,0.525319359,0.823575065,0.5645357,1,1,0.095213401,0.026599219,1,1
EFCAB6-AS1,0,0,0,0,0,0.57240053,0.147194828,1,1,1,0,1,1,1
EFCAB7,0.17181,0.392279912,0.796010655,-0.35409,-0.1694,-0.18360828,0.172114493,0.847185759,0.511353315,0.16189401,0.131059777,0.290288008,0.540306191,0.569007244
EFCAB9,0,0.100263907,0.149593464,0.1079,0.11217,0,0,1,1,1,0,1,1,1
EFCC1,0,0,0,0.26376,-0.26467,-0.466187643,-0.166908991,1,1,1,0,1,1,1
EFEMP1,0.52509,0.940276037,0.978799776,0.18181,1.25705,-0.312921589,-0.739110409,0.373306885,0.041557427,0.045718931,0.063498624,3.17E-22,0.21191164,0.011722253
EFEMP2,-0.11148,-0.468742349,-0.062835657,0.70371,0.41033,1.092499659,1.389868735,1,1,1,0,0.273502388,0.005078357,3.07E-05
EFHA1,0.60706,0.657760271,0.388196117,0.23718,0.3682,-0.450176198,-0.425438614,0.094216539,0.226923626,0.476895836,0.337923748,0.008907505,0.001091872,0.000552654
EFHA2,0.81536,1.084996915,0.721672853,0.32517,0.89029,1.293130248,1.647541577,0.21691343,0.031898597,0.15739229,0.374183322,0.001507383,1.22E-07,4.09E-17
EFHB,0.09721,0.274915039,-0.680525826,-0.72844,-0.70292,-1.364117317,-0.878911926,1,0.680520627,1,0,0.007883417,0.024555568,0.075967856
EFHC1,0.26102,0.098406306,-0.230797613,-0.21571,0.52713,0.591213642,0.894337607,0.662302161,0.776257709,0.459368619,0.221676433,4.92E-11,1.35E-06,1.78E-15
EFHC2,0.09548,0.200359449,0.082243782,-1.14969,-0.45275,-0.08933018,-0.876711574,1,1,1,0.002041846,1,1,1
EFHD1,0.15553,-0.187789248,-0.069558692,0.34013,-0.03928,0.120317786,-0.55101421,0.874101826,0.702529213,0.898830633,0,0.870380851,1,1
EFHD2,-0.22554,-0.524524194,0.618171621,-0.72975,-0.79258,0.714588694,0.610997831,0.736361264,0.353550229,0.252013049,6.33E-08,1.71E-11,1,1.72E-09
EFNA2,-0.41373,-0.716606,-1.050026099,-0.1836,-0.08323,1.219985991,1.136424658,1,1,1,0,0.797065782,1,1
EFNA3,-0.30641,-1.107606274,-0.257359425,-0.08661,0.94277,3.261575875,3.051102513,0.7415355,0.085595606,0.714248778,0.771865452,3.98E-08,8.38E-47,9.55E-51
EFNA4,-0.45625,-1.090373387,-1.011707653,-0.30977,-0.50297,0.045223601,-0.0145124,0.586571521,0.13997783,0.160868581,0.082161398,0.009726449,0.896028626,0.965967342
EFNA5,-0.15157,0.127568269,0.58231441,0.26265,1.01563,0.617407762,0.117456409,0.805934399,0.69406255,0.024181364,0.032969324,9.59E-14,4.72E-08,0.295431044
EFNB1,-0.87374,-0.613312756,0.684909263,-0.57969,0.04348,1.721329543,1.653495091,0.17282766,0.217255746,0.043416239,0.000182961,0.785311173,7.17E-22,2.11E-22
EFNB3,-0.31823,-0.611669812,-0.96867444,-0.75613,1.0562,1.383730857,1.300016946,0.727416482,0.184940861,0.036015414,0.135172517,1.64E-08,1.34E-05,0.000104689
EFR3A,0.59343,0.803507309,0.573405538,0.44777,0.3639,-0.553563859,-0.773104293,0.163169898,0.310511522,0.497508637,0,1.35E-05,1.68E-08,2.23E-21
EFR3B,0.25131,0.609342038,1.237468916,-0.61629,-0.69916,-0.066591455,-0.244300162,0.653176432,0.358569952,0.040476177,0,3.72E-11,0.718267261,0.098761649
EFS,0,0,0,0,0,0,0,1,1,1,0,1,1,1
EFTUD1,0.27248,0.774161449,0.916313658,-0.09584,0.6089,1.555233289,1.60219157,0.54587189,0.001315442,1.27E-10,0.50590828,6.04E-30,4.43E-44,4.63E-44
EFTUD1P1,0,0.093258646,0,0,0.24227,0.202841882,-0.144093974,1,1,1,0,1,1,1
EFTUD2,0.2304,-0.381327758,-0.139996727,-0.87127,-0.58422,-1.132217041,-1.190668292,0.594004326,0.437888697,0.794912473,1.26E-16,5.29E-11,3.32E-80,9.90E-46
EGF,0.11794,0.211182316,0.831611862,0.15816,0.08342,0.284376699,0.055507835,1,1,1,0.743375767,1,1,1
EGFEM1P,0.12364,0,0,-0.11265,0,0,0,1,1,1,0,1,1,1
EGFL6,0,0,0.141371609,1.76121,0,0,0.418112277,1,1,1,0,1,1,1
EGFL7,-0.64332,-1.672765638,-1.696674614,-0.29018,-0.52511,-1.075336095,-1.142734943,1,1,1,0.254345487,1.22E-06,3.68E-10,3.66E-10
EGFL8,0,0.109151806,0,0.10599,-0.13651,0,0,1,1,1,0,1,1,1
